table,ask_bucket,state_bucket_type,state_bucket,rows,matches,avg_ask,win_rate,win_rate_minus_avg_ask,avg_pnl,total_pnl,robust_residual_bucket,robust_gate_reason
state_residual,80_100,side_transition_kill_delta_bucket,transition_kill_le_-3,735,83,0.8884625850340135,0.8761904761904762,-0.012272108843537355,-0.012272108843537405,-9.019999999999992,False,nonpositive_residual
state_residual,00_20,side_transition_nw_delta_bucket,transition_nw_-1k_1k,1659,77,0.12426461723930078,0.0916214587100663,-0.03264315852923448,-0.03264315852923448,-54.155,False,nonpositive_residual
state_residual,00_20,side_transition_nw_delta_bucket,transition_nw_-5k_-1k,274,66,0.1212956204379562,0.072992700729927,-0.048302919708029204,-0.0483029197080292,-13.235,False,nonpositive_residual
state_residual,00_20,side_transition_nw_delta_bucket,transition_nw_1k_5k,35,21,0.11657142857142858,0.11428571428571428,-0.0022857142857142937,-0.0022857142857142902,-0.08000000000000015,False,nonpositive_residual
state_residual,00_20,side_transition_nw_delta_bucket,transition_nw_ge_5k,5,4,0.1,0.6,0.5,0.5,2.5,False,too_few_rows
state_residual,00_20,side_transition_nw_delta_bucket,transition_nw_le_-5k,31,20,0.10258064516129031,0.03225806451612903,-0.07032258064516128,-0.0703225806451613,-2.18,False,nonpositive_residual
state_residual,20_35,side_transition_nw_delta_bucket,transition_nw_-1k_1k,1301,84,0.2793850883935434,0.24750192159877019,-0.03188316679477324,-0.03188316679477326,-41.48000000000001,False,nonpositive_residual
state_residual,20_35,side_transition_nw_delta_bucket,transition_nw_-5k_-1k,159,61,0.28289308176100625,0.1949685534591195,-0.08792452830188674,-0.08792452830188682,-13.980000000000004,False,nonpositive_residual
state_residual,20_35,side_transition_nw_delta_bucket,transition_nw_1k_5k,59,26,0.2838983050847458,0.4745762711864407,0.1906779661016949,0.1906779661016949,11.25,True,pass
state_residual,20_35,side_transition_nw_delta_bucket,transition_nw_ge_5k,5,4,0.288,0.2,-0.08799999999999997,-0.088,-0.44,False,too_few_rows
state_residual,20_35,side_transition_nw_delta_bucket,transition_nw_le_-5k,12,7,0.2741666666666667,0.4166666666666667,0.14249999999999996,0.14250000000000002,1.7100000000000002,False,too_few_rows
state_residual,35_50,side_transition_nw_delta_bucket,transition_nw_-1k_1k,1190,65,0.4361008403361345,0.380672268907563,-0.055428571428571494,-0.05542857142857141,-65.95999999999998,False,nonpositive_residual
state_residual,35_50,side_transition_nw_delta_bucket,transition_nw_-5k_-1k,117,50,0.4316239316239316,0.27350427350427353,-0.15811965811965806,-0.1581196581196581,-18.5,False,nonpositive_residual
state_residual,35_50,side_transition_nw_delta_bucket,transition_nw_1k_5k,84,36,0.4245238095238094,0.5357142857142857,0.11119047619047628,0.11119047619047623,9.340000000000003,True,pass
state_residual,35_50,side_transition_nw_delta_bucket,transition_nw_ge_5k,10,6,0.44400000000000006,0.5,0.05599999999999994,0.055999999999999994,0.5599999999999999,False,too_few_rows
state_residual,35_50,side_transition_nw_delta_bucket,transition_nw_le_-5k,11,7,0.4100000000000001,0.45454545454545453,0.044545454545454444,0.04454545454545455,0.49,False,too_few_rows
state_residual,50_65,side_transition_nw_delta_bucket,transition_nw_-1k_1k,1096,56,0.5849726277372262,0.552007299270073,-0.032965328467153276,-0.03296532846715328,-36.129999999999995,False,nonpositive_residual
state_residual,50_65,side_transition_nw_delta_bucket,transition_nw_-5k_-1k,82,34,0.5834146341463414,0.4634146341463415,-0.11999999999999994,-0.12,-9.84,False,nonpositive_residual
state_residual,50_65,side_transition_nw_delta_bucket,transition_nw_1k_5k,96,37,0.5847916666666667,0.6145833333333334,0.02979166666666666,0.02979166666666667,2.8600000000000003,True,pass
state_residual,50_65,side_transition_nw_delta_bucket,transition_nw_ge_5k,6,5,0.5683333333333334,0.6666666666666666,0.09833333333333327,0.09833333333333331,0.5899999999999999,False,too_few_rows
state_residual,50_65,side_transition_nw_delta_bucket,transition_nw_le_-5k,11,7,0.5809090909090909,0.5454545454545454,-0.035454545454545516,-0.035454545454545454,-0.39,False,too_few_rows
state_residual,65_80,side_transition_nw_delta_bucket,transition_nw_-1k_1k,1280,81,0.7358671875,0.71640625,-0.019460937499999997,-0.0194609375,-24.91,False,nonpositive_residual
state_residual,65_80,side_transition_nw_delta_bucket,transition_nw_-5k_-1k,72,35,0.7361111111111112,0.5555555555555556,-0.18055555555555558,-0.18055555555555555,-13.0,False,nonpositive_residual
state_residual,65_80,side_transition_nw_delta_bucket,transition_nw_1k_5k,129,52,0.737906976744186,0.7286821705426356,-0.009224806201550417,-0.009224806201550398,-1.1900000000000013,False,nonpositive_residual
state_residual,65_80,side_transition_nw_delta_bucket,transition_nw_ge_5k,17,10,0.7464705882352942,0.6470588235294118,-0.09941176470588242,-0.09941176470588238,-1.6900000000000004,False,too_few_rows
state_residual,65_80,side_transition_nw_delta_bucket,transition_nw_le_-5k,7,5,0.7414285714285713,0.8571428571428571,0.11571428571428577,0.1157142857142857,0.8099999999999999,False,too_few_rows
state_residual,80_100,side_transition_nw_delta_bucket,transition_nw_-1k_1k,1810,87,0.8872375690607734,0.8734806629834254,-0.01375690607734803,-0.013756906077348063,-24.899999999999995,False,nonpositive_residual
