stage,fold,model_name,model_version,training_cutoff_match_time,match_id,market_id,label_market_bucket,token_id,side,received_at_utc,received_at_ns,game_time_sec,league_id,settled_win,market_prob,calibrated_prob,book_best_ask,book_best_bid,book_spread,book_ask_size,edge,entry_threshold,paper_entry_price,pnl_per_share,pnl_slip_1c,pnl_slip_2c,side_nw,side_mom_100,side_mom_300,side_kill_mom,side_score,structure_score,side_transition_nw_delta,side_transition_score_delta,side_transition_kill_delta,score_nw_lag_type,transition_signal_type,reason
walk_forward,1,market_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:31:23.229+00:00,1780223483229134519,680.0,19699,True,0.58,0.6396911945124663,0.58,0.57,0.010000000000000009,158.5,0.059691194512466295,0.05,0.58,0.42000000000000004,0.41000000000000003,0.4,1821.0,2441.0,2264.0,6.0,0.0,0.0,1044.0,0.0,3.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:31:23.229+00:00,1780223483229134519,680.0,19699,True,0.58,0.6403474592744456,0.58,0.57,0.010000000000000009,158.5,0.060347459274445625,0.05,0.58,0.42000000000000004,0.41000000000000003,0.4,1821.0,2441.0,2264.0,6.0,0.0,0.0,1044.0,0.0,3.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,4964659991938832284730255183310900894622385671364193513223397332041854780346,NO,2026-05-30T17:50:07.512+00:00,1780163407512044518,846.0,19101,True,0.56,0.6261117101910663,0.56,0.54,0.020000000000000018,80.0,0.06611171019106621,0.02,0.56,0.43999999999999995,0.42999999999999994,0.41999999999999993,-1685.0,-452.0,77.0,16.0,-4.0,0.0,0.0,-4.0,6.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:47:48.538+00:00,1780163261017282882,696.0,19101,False,0.5,0.55670487208613,0.5,0.49,0.010000000000000009,40.0,0.056704872086129954,0.02,0.5,-0.5,-0.51,-0.52,1233.0,-523.0,200.0,10.0,-0.0,0.0,-523.0,-4.0,-7.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:30:10.415+00:00,1780223410415617063,607.0,19699,True,0.52,0.5462789489177751,0.52,0.5,0.020000000000000018,63.71,0.026278948917775047,0.02,0.52,0.48,0.47,0.45999999999999996,777.0,1397.0,451.0,5.0,-1.0,0.0,1397.0,-1.0,2.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:34:14.533+00:00,1780223650790579963,838.0,19699,False,0.17,0.20253261492037086,0.17,0.16,0.010000000000000009,28.23,0.03253261492037085,0.02,0.17,-0.17,-0.18000000000000002,-0.19,-4176.0,-2393.0,-4796.0,6.0,-0.0,0.0,-0.0,3.0,-3.0,nw_then_score,no_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,33229960324716277893740450236892923297252292653424257252005499954737105666530,NO,2026-05-31T11:39:57.969+00:00,1780227596147398621,848.0,19699,True,0.79,0.8195222902005459,0.79,0.78,0.010000000000000009,55.0,0.029522290200545864,0.02,0.79,0.20999999999999996,0.19999999999999996,0.18999999999999995,4738.0,185.0,2076.0,10.0,-0.0,0.0,-0.0,2.0,-5.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,18668237301412372796198305592692740219807944817349786566421892732335552830280,YES,2026-05-31T11:36:12.389+00:00,1780227372389298065,652.0,19699,False,0.19,0.22578086524232738,0.19,0.18,0.010000000000000009,64.84,0.035780865242327375,0.02,0.19,-0.19,-0.2,-0.21,-2662.0,0.0,-2536.0,9.0,-1.0,1.0,0.0,-1.0,4.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833327581,2397078,MATCH_WINNER_GAME3_PROXY,5200208202788358977024120864716360533041240709693704380236601684681552181297,NO,2026-05-31T16:37:18.564+00:00,1780245438564931336,872.0,19699,False,0.06,0.09633747222869353,0.06,0.05,0.009999999999999995,64.96,0.03633747222869353,0.02,0.06,-0.06,-0.06999999999999999,-0.08,-6884.0,-2900.0,-3535.0,24.0,-10.0,-3.0,-1809.0,-10.0,7.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:37:59.878+00:00,1780252679878098269,1186.0,19699,False,0.13,0.1531538517844201,0.13,0.08,0.05,264.0,0.023153851784420088,0.02,0.13,-0.13,-0.14,-0.15,-4322.0,-819.0,-3774.0,16.0,-3.0,-1.0,0.0,-2.0,6.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,4964659991938832284730255183310900894622385671364193513223397332041854780346,NO,2026-05-30T17:50:07.512+00:00,1780163407512044518,846.0,19101,True,0.56,0.6262384746197813,0.56,0.54,0.020000000000000018,80.0,0.06623847461978127,0.02,0.56,0.43999999999999995,0.42999999999999994,0.41999999999999993,-1685.0,-452.0,77.0,16.0,-4.0,0.0,0.0,-4.0,6.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:47:48.538+00:00,1780163261017282882,696.0,19101,False,0.5,0.5569004936741284,0.5,0.49,0.010000000000000009,40.0,0.056900493674128416,0.02,0.5,-0.5,-0.51,-0.52,1233.0,-523.0,200.0,10.0,-0.0,0.0,-523.0,-4.0,-7.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:30:10.415+00:00,1780223410415617063,607.0,19699,True,0.52,0.5464987260227829,0.52,0.5,0.020000000000000018,63.71,0.026498726022782915,0.02,0.52,0.48,0.47,0.45999999999999996,777.0,1397.0,451.0,5.0,-1.0,0.0,1397.0,-1.0,2.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:34:14.533+00:00,1780223650790579963,838.0,19699,False,0.17,0.2027110331801691,0.17,0.16,0.010000000000000009,28.23,0.032711033180169075,0.02,0.17,-0.17,-0.18000000000000002,-0.19,-4176.0,-2393.0,-4796.0,6.0,-0.0,0.0,-0.0,3.0,-3.0,nw_then_score,no_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,33229960324716277893740450236892923297252292653424257252005499954737105666530,NO,2026-05-31T11:39:57.969+00:00,1780227596147398621,848.0,19699,True,0.79,0.8195964212779899,0.79,0.78,0.010000000000000009,55.0,0.029596421277989893,0.02,0.79,0.20999999999999996,0.19999999999999996,0.18999999999999995,4738.0,185.0,2076.0,10.0,-0.0,0.0,-0.0,2.0,-5.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,18668237301412372796198305592692740219807944817349786566421892732335552830280,YES,2026-05-31T11:36:12.389+00:00,1780227372389298065,652.0,19699,False,0.19,0.22595235663058771,0.19,0.18,0.010000000000000009,64.84,0.03595235663058771,0.02,0.19,-0.19,-0.2,-0.21,-2662.0,0.0,-2536.0,9.0,-1.0,1.0,0.0,-1.0,4.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833327581,2397078,MATCH_WINNER_GAME3_PROXY,5200208202788358977024120864716360533041240709693704380236601684681552181297,NO,2026-05-31T16:33:02.140+00:00,1780245182140178951,616.0,19699,False,0.1,0.12934842108033973,0.1,0.05,0.05,80.0,0.02934842108033972,0.02,0.1,-0.1,-0.11,-0.12000000000000001,-3349.0,-263.0,-2192.0,14.0,-4.0,-1.0,0.0,-4.0,5.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_kill_momentum_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:37:59.878+00:00,1780252679878098269,1186.0,19699,False,0.13,0.15323878528540277,0.13,0.08,0.05,264.0,0.02323878528540277,0.02,0.13,-0.13,-0.14,-0.15,-4322.0,-819.0,-3774.0,16.0,-3.0,-1.0,0.0,-2.0,6.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_score_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:47:41.017+00:00,1780163261017282882,696.0,19101,False,0.5,0.5270114041570113,0.5,0.49,0.010000000000000009,40.0,0.02701140415701131,0.02,0.5,-0.5,-0.51,-0.52,1233.0,-523.0,200.0,10.0,4.0,-0.0,-523.0,-4.0,-7.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_score_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:31:03.292+00:00,1780223459265508801,607.0,19699,False,0.43,0.4503634260196581,0.43,0.42,0.010000000000000009,30.52,0.020363426019658126,0.02,0.43,-0.43,-0.44,-0.45,-777.0,-1397.0,-451.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_score_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:34:29.153+00:00,1780252465377618150,954.0,19699,False,0.24,0.2640287100020561,0.24,0.23,0.009999999999999981,26.75,0.024028710002056086,0.02,0.24,-0.24,-0.25,-0.26,-1404.0,-856.0,-705.0,0.0,0.0,0.0,0.0,1.0,-6.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_score_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:47:41.017+00:00,1780163261017282882,696.0,19101,False,0.5,0.5261286871624793,0.5,0.49,0.010000000000000009,40.0,0.02612868716247929,0.02,0.5,-0.5,-0.51,-0.52,1233.0,-523.0,200.0,10.0,4.0,-0.0,-523.0,-4.0,-7.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_score_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:34:14.533+00:00,1780223650790579963,838.0,19699,False,0.17,0.19188055147294272,0.17,0.16,0.010000000000000009,28.23,0.02188055147294271,0.02,0.17,-0.17,-0.18000000000000002,-0.19,-4176.0,-2393.0,-4796.0,6.0,-0.0,0.0,-0.0,3.0,-3.0,nw_then_score,no_transition,market_anchor_edge
walk_forward,1,market_score_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833327581,2397078,MATCH_WINNER_GAME3_PROXY,5200208202788358977024120864716360533041240709693704380236601684681552181297,NO,2026-05-31T16:41:49.880+00:00,1780245707275839287,1096.0,19699,False,0.07,0.09219627683447847,0.07,0.06,0.010000000000000009,88.0,0.02219627683447846,0.02,0.07,-0.07,-0.08,-0.09000000000000001,-6135.0,-1337.0,-2151.0,4.0,0.0,0.0,0.0,0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_score_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:34:29.153+00:00,1780252465377618150,954.0,19699,False,0.24,0.2634667506619483,0.24,0.23,0.009999999999999981,26.75,0.02346675066194831,0.02,0.24,-0.24,-0.25,-0.26,-1404.0,-856.0,-705.0,0.0,0.0,0.0,0.0,1.0,-6.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_structure_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:31:03.292+00:00,1780223459265508801,607.0,19699,False,0.43,0.450337786915926,0.43,0.42,0.010000000000000009,30.52,0.020337786915926026,0.02,0.43,-0.43,-0.44,-0.45,-777.0,-1397.0,-451.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_structure_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,33229960324716277893740450236892923297252292653424257252005499954737105666530,NO,2026-05-31T12:06:23.175+00:00,1780229183175461381,2330.0,19699,True,0.88,0.946534363270564,0.88,0.76,0.12,54.38,0.06653436327056395,0.02,0.88,0.12,0.10999999999999999,0.09999999999999998,17115.0,-3551.0,5013.0,-9.0,10.0,3.0,-0.0,-1.0,0.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_structure_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:31:03.292+00:00,1780223459265508801,607.0,19699,False,0.43,0.450373303682877,0.43,0.42,0.010000000000000009,30.52,0.020373303682876986,0.02,0.43,-0.43,-0.44,-0.45,-777.0,-1397.0,-451.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_structure_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,33229960324716277893740450236892923297252292653424257252005499954737105666530,NO,2026-05-31T12:06:23.175+00:00,1780229183175461381,2330.0,19699,True,0.88,0.9466132582412177,0.88,0.76,0.12,54.38,0.06661325824121767,0.02,0.88,0.12,0.10999999999999999,0.09999999999999998,17115.0,-3551.0,5013.0,-9.0,10.0,3.0,-0.0,-1.0,0.0,score_only,no_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,4964659991938832284730255183310900894622385671364193513223397332041854780346,NO,2026-05-30T17:57:03.422+00:00,1780163823422397919,1266.0,19101,True,0.72,0.7430918818706835,0.72,0.71,0.010000000000000009,105.0,0.02309188187068356,0.02,0.72,0.28,0.27,0.26,157.0,-269.0,-213.0,21.0,-1.0,0.0,694.0,1.0,10.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:53:55.536+00:00,1780163635536707645,1078.0,19101,False,0.27,0.2939734664105755,0.27,0.26,0.010000000000000009,100.0,0.02397346641057546,0.02,0.27,-0.27,-0.28,-0.29000000000000004,-796.0,-426.0,-2481.0,-19.0,1.0,-1.0,6.0,-1.0,9.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:31:23.229+00:00,1780223483229134519,680.0,19699,True,0.58,0.6009212694108289,0.58,0.57,0.010000000000000009,158.5,0.020921269410828947,0.02,0.58,0.42000000000000004,0.41000000000000003,0.4,1821.0,2441.0,2264.0,6.0,0.0,0.0,1044.0,0.0,3.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:31:03.292+00:00,1780223459265508801,607.0,19699,False,0.43,0.4557701112883921,0.43,0.42,0.010000000000000009,30.52,0.025770111288392128,0.02,0.43,-0.43,-0.44,-0.45,-777.0,-1397.0,-451.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_transition_nw_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,33229960324716277893740450236892923297252292653424257252005499954737105666530,NO,2026-05-31T12:11:49.934+00:00,1780229509934309579,2661.0,19699,True,0.9,0.9251707448759194,0.9,0.88,0.020000000000000018,71.26,0.025170744875919415,0.02,0.9,0.09999999999999998,0.08999999999999997,0.07999999999999996,27363.0,4443.0,7046.0,-22.0,13.0,3.0,4443.0,-0.0,1.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:38:54.736+00:00,1780252730926082247,1206.0,19699,False,0.1,0.12139150994936206,0.1,0.09,0.010000000000000009,32.0,0.02139150994936205,0.02,0.1,-0.1,-0.11,-0.12000000000000001,-4997.0,-1494.0,-4351.0,3.0,0.0,0.0,0.0,1.0,1.0,score_only,first_score_change,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,4964659991938832284730255183310900894622385671364193513223397332041854780346,NO,2026-05-30T17:57:03.422+00:00,1780163823422397919,1266.0,19101,True,0.72,0.7431614216056945,0.72,0.71,0.010000000000000009,105.0,0.023161421605694565,0.02,0.72,0.28,0.27,0.26,157.0,-269.0,-213.0,21.0,-1.0,0.0,694.0,1.0,10.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:53:55.536+00:00,1780163635536707645,1078.0,19101,False,0.27,0.29442264486992914,0.27,0.26,0.010000000000000009,100.0,0.024422644869929122,0.02,0.27,-0.27,-0.28,-0.29000000000000004,-796.0,-426.0,-2481.0,-19.0,1.0,-1.0,6.0,-1.0,9.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:31:23.229+00:00,1780223483229134519,680.0,19699,True,0.58,0.6013800130204008,0.58,0.57,0.010000000000000009,158.5,0.021380013020400823,0.02,0.58,0.42000000000000004,0.41000000000000003,0.4,1821.0,2441.0,2264.0,6.0,0.0,0.0,1044.0,0.0,3.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:31:03.292+00:00,1780223459265508801,607.0,19699,False,0.43,0.45645863562696615,0.43,0.42,0.010000000000000009,30.52,0.026458635626966154,0.02,0.43,-0.43,-0.44,-0.45,-777.0,-1397.0,-451.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,33229960324716277893740450236892923297252292653424257252005499954737105666530,NO,2026-05-31T12:11:49.934+00:00,1780229509934309579,2661.0,19699,True,0.9,0.9253361179830448,0.9,0.88,0.020000000000000018,71.26,0.025336117983044804,0.02,0.9,0.09999999999999998,0.08999999999999997,0.07999999999999996,27363.0,4443.0,7046.0,-22.0,13.0,3.0,4443.0,-0.0,1.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833327581,2397078,MATCH_WINNER_GAME3_PROXY,5200208202788358977024120864716360533041240709693704380236601684681552181297,NO,2026-05-31T16:37:49.632+00:00,1780245469632163256,902.0,19699,False,0.06,0.08004015039412717,0.06,0.05,0.009999999999999995,64.96,0.020040150394127168,0.02,0.06,-0.06,-0.06999999999999999,-0.08,-4798.0,-814.0,-1449.0,7.0,-8.0,-3.0,2086.0,-8.0,9.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_nw_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:38:54.736+00:00,1780252730926082247,1206.0,19699,False,0.1,0.12154382066761801,0.1,0.09,0.010000000000000009,32.0,0.021543820667618008,0.02,0.1,-0.1,-0.11,-0.12000000000000001,-4997.0,-1494.0,-4351.0,3.0,0.0,0.0,0.0,1.0,1.0,score_only,first_score_change,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:50:04.288+00:00,1780163397841828336,786.0,19101,False,0.52,0.5400347487604926,0.52,0.51,0.010000000000000009,108.0,0.020034748760492604,0.02,0.52,-0.52,-0.53,-0.54,1685.0,-71.0,284.0,10.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:30:10.415+00:00,1780223410415617063,607.0,19699,True,0.52,0.5458116681480562,0.52,0.5,0.020000000000000018,63.71,0.025811668148056133,0.02,0.52,0.48,0.47,0.45999999999999996,777.0,1397.0,451.0,5.0,-1.0,0.0,1397.0,-1.0,2.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,71058472416398922107320179562083294293700078028627260526821046831029580947031,YES,2026-05-31T10:31:03.292+00:00,1780223459265508801,607.0,19699,False,0.43,0.4595077829044222,0.43,0.42,0.010000000000000009,30.52,0.029507782904422186,0.02,0.43,-0.43,-0.44,-0.45,-777.0,-1397.0,-451.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832889451,2397040,MAP_WINNER,18668237301412372796198305592692740219807944817349786566421892732335552830280,YES,2026-05-31T11:36:12.389+00:00,1780227372389298065,652.0,19699,False,0.19,0.2151171948693376,0.19,0.18,0.010000000000000009,64.84,0.02511719486933761,0.02,0.19,-0.19,-0.2,-0.21,-2662.0,0.0,-2536.0,9.0,-1.0,1.0,0.0,-1.0,4.0,score_only,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833327581,2397078,MATCH_WINNER_GAME3_PROXY,5200208202788358977024120864716360533041240709693704380236601684681552181297,NO,2026-05-31T16:41:55.227+00:00,1780245715227752104,1150.0,19699,False,0.07,0.10770857042645063,0.07,0.06,0.010000000000000009,88.0,0.03770857042645062,0.02,0.07,-0.07,-0.08,-0.09000000000000001,-6038.0,-1245.0,-963.0,27.0,-7.0,-3.0,2795.0,-6.0,8.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833327581,2397078,MATCH_WINNER_GAME3_PROXY,9279220942329873080020431905138428350207518574998764380805875325055112367121,YES,2026-05-31T16:41:55.227+00:00,1780245715227752104,1150.0,19699,True,0.94,0.9690453557490597,0.94,0.93,0.009999999999999898,77.0,0.029045355749059754,0.02,0.94,0.06000000000000005,0.050000000000000044,0.040000000000000036,6038.0,1245.0,963.0,-27.0,7.0,3.0,-2795.0,6.0,14.0,same_snapshot,confirmed_transition,market_anchor_edge
walk_forward,1,market_transition_kill_logistic,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8833492242,2403734,MAP_WINNER,114748806522711322642193195763963446077941944027455536777969652840894397312076,YES,2026-05-31T18:38:54.736+00:00,1780252730926082247,1206.0,19699,False,0.1,0.12106207090797201,0.1,0.09,0.010000000000000009,32.0,0.021062070907972005,0.02,0.1,-0.1,-0.11,-0.12000000000000001,-4997.0,-1494.0,-4351.0,3.0,0.0,0.0,0.0,1.0,1.0,score_only,first_score_change,market_anchor_edge
walk_forward,1,market_transition_kill_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8831927547,2394733,MAP_WINNER,73399839580912218378591774206488912368784281538796408187880296103078741849035,YES,2026-05-30T17:50:04.288+00:00,1780163397841828336,786.0,19101,False,0.52,0.5407521607983704,0.52,0.51,0.010000000000000009,108.0,0.02075216079837039,0.02,0.52,-0.52,-0.53,-0.54,1685.0,-71.0,284.0,10.0,-0.0,0.0,-0.0,-0.0,0.0,no_change,post_transition_close,market_anchor_edge
walk_forward,1,market_transition_kill_logistic__with_bucket,market_anchor_v1,2026-05-30T17:20:46.978+00:00,8832812084,2397039,MAP_WINNER,20380816283251066496170105697689866054031098252950157222666741674972023662615,NO,2026-05-31T10:30:10.415+00:00,1780223410415617063,607.0,19699,True,0.52,0.5466538393586565,0.52,0.5,0.020000000000000018,63.71,0.026653839358656506,0.02,0.52,0.48,0.47,0.45999999999999996,777.0,1397.0,451.0,5.0,-1.0,0.0,1397.0,-1.0,2.0,same_snapshot,confirmed_transition,market_anchor_edge
