stage,fold,model_name,model_version,training_cutoff_match_time,match_id,market_id,label_market_bucket,token_id,side,received_at_utc,received_at_ns,game_time_sec,league_id,settled_win,fair_prob,calibrated_prob,book_best_ask,book_best_bid,book_spread,book_ask_size,edge,entry_threshold,paper_entry_price,pnl_per_share,pnl_slip_1c,pnl_slip_2c,side_nw,side_score,side_tower,side_rax,side_mom_100,reason
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8834583981,2409612,MAP_WINNER,100271741188258382599668333909420553796587745283304634072633098638504135947641,YES,2026-06-01T15:55:39.100+00:00,1780329339100506737,1050.0,19699,True,0.7147335423197493,0.7147335423197493,0.75,0.69,0.06000000000000005,311.72,0.3415377399888786,0.5,0.75,0.25,0.24,0.22999999999999998,1340.0,11.0,2.0,-0.0,,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8834867207,2408530,MATCH_WINNER_GAME3_PROXY,25589263129852056816885694215405449925880726569415090867738960108461766115101,YES,2026-06-01T20:02:42.205+00:00,1780344162205607310,1999.0,19699,True,0.9011627906976745,0.9011627906976745,0.908,0.78,0.128,645.69,0.4384088647168408,0.5,0.908,0.09199999999999997,0.08199999999999996,0.07199999999999995,5290.0,-6.0,-0.0,-0.0,,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8834889454,2412248,MAP_WINNER,47999043102038729360170988159438753282695407418917449040917185144110457284816,YES,2026-06-01T20:02:33.806+00:00,1780344152131415197,788.0,19699,True,0.9011627906976745,0.9011627906976745,0.92,0.76,0.16000000000000003,178.63,0.4416966203396351,0.5,0.92,0.07999999999999996,0.06999999999999995,0.05999999999999994,5565.0,0.0,,,,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8834932746,2408568,MATCH_WINNER_GAME3_PROXY,24412862650133155423877330165183387250914564584142034660417945554029594403595,YES,2026-06-01T20:39:16.142+00:00,1780346356142749227,619.0,19699,True,0.7147335423197493,0.7147335423197493,0.55,0.46,0.09000000000000002,598.35,0.11844400245981002,0.5,0.55,0.44999999999999996,0.43999999999999995,0.42999999999999994,1756.0,2.0,-0.0,-0.0,216.0,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8835373075,2409870,MAP_WINNER,35484196193984468641577299550429729870744087234242693264406736956995997377111,YES,2026-06-02T09:24:57.887+00:00,1780392297887403373,612.0,19699,True,0.9011627906976745,0.9011627906976745,0.86,0.8,0.05999999999999994,37.0,0.43823159871971096,0.5,0.86,0.14,0.13,0.12,4465.0,2.0,1.0,0.0,1797.0,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8835428935,2405847,MAP_WINNER,111540059511131085794624808697915155367504999866340254279372165030449554839321,YES,2026-06-02T10:28:28.625+00:00,1780396105415269850,607.0,19699,True,0.828125,0.828125,0.75,0.71,0.040000000000000036,489.76,0.38181200773687785,0.5,0.75,0.25,0.24,0.22999999999999998,1830.0,0.0,,,-313.0,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8835490699,2405848,MAP_WINNER,89990399081422979912251762838637752211521554435941372191632067508129490799928,YES,2026-06-02T11:40:58.998+00:00,1780400458998703335,983.0,19699,False,0.9011627906976745,0.9011627906976745,0.93,0.89,0.040000000000000036,176.83,0.45805965343753285,0.5,0.93,-0.93,-0.9400000000000001,-0.9500000000000001,6112.0,9.0,-0.0,-0.0,,residual_trade_prob
walk_forward,3,logistic_residual_trade,market_aware_residual_v1,2026-06-01T15:55:39.100+00:00,8835609186,2413332,MAP_WINNER,53683990638887175240431274294325116060674956243066203595271632148948778897749,YES,2026-06-02T13:24:23.299+00:00,1780406658296150636,656.0,19699,False,0.9011627906976745,0.9011627906976745,0.78,0.75,0.030000000000000027,41.52,0.4155692323179988,0.5,0.78,-0.78,-0.79,-0.8,3421.0,-0.0,,,475.0,residual_trade_prob
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8834583981,2409612,MAP_WINNER,100271741188258382599668333909420553796587745283304634072633098638504135947641,YES,2026-06-01T15:57:49.017+00:00,1780329469017813022,1211.0,19699,True,0.5857332026300882,0.7365853658536585,0.64,0.53,0.10999999999999999,105.0,0.09658536585365851,0.05,0.64,0.36,0.35,0.33999999999999997,89.0,10.0,2.0,-0.0,-932.0,model_edge
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8834867207,2408530,MATCH_WINNER_GAME3_PROXY,4225389915429370227521165283686790031017265955185303758815077578875039201905,NO,2026-06-01T20:02:42.205+00:00,1780344162205607310,1999.0,19699,False,0.523242766725811,0.7365853658536585,0.22,0.092,0.128,422.5,0.5165853658536586,0.05,0.22,-0.22,-0.23,-0.24,-5290.0,6.0,0.0,0.0,,model_edge
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8834932746,2408568,MATCH_WINNER_GAME3_PROXY,23068775678827315313484373139384940409456343639350283741689036054207504947592,NO,2026-06-01T20:40:18.825+00:00,1780346418825970613,679.0,19699,False,0.6105577429434464,0.7365853658536585,0.5,0.46,0.03999999999999998,50.0,0.23658536585365852,0.05,0.5,-0.5,-0.51,-0.52,-1353.0,-2.0,1.0,0.0,619.0,model_edge
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835373075,2409870,MAP_WINNER,35484196193984468641577299550429729870744087234242693264406736956995997377111,YES,2026-06-02T09:24:57.887+00:00,1780392297887403373,612.0,19699,True,0.8915002082735412,0.9213483146067416,0.86,0.8,0.05999999999999994,37.0,0.061348314606741616,0.05,0.86,0.14,0.13,0.12,4465.0,2.0,1.0,0.0,1797.0,model_edge
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835428935,2405847,MAP_WINNER,111540059511131085794624808697915155367504999866340254279372165030449554839321,YES,2026-06-02T10:28:43.876+00:00,1780396123876614008,651.0,19699,True,0.8636974876197848,0.9036144578313253,0.75,0.71,0.040000000000000036,489.76,0.15361445783132532,0.05,0.75,0.25,0.24,0.22999999999999998,3391.0,2.0,2.0,0.0,1397.0,model_edge
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835490699,2405848,MAP_WINNER,89990399081422979912251762838637752211521554435941372191632067508129490799928,YES,2026-06-02T11:44:32.311+00:00,1780400672311409422,1193.0,19699,False,0.7721467989122011,0.9036144578313253,0.67,0.66,0.010000000000000009,822.02,0.23361445783132528,0.05,0.67,-0.67,-0.68,-0.6900000000000001,4128.0,8.0,-1.0,-0.0,-2540.0,model_edge
walk_forward,3,hgb_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835609186,2413332,MAP_WINNER,53683990638887175240431274294325116060674956243066203595271632148948778897749,YES,2026-06-02T13:24:23.299+00:00,1780406658296150636,656.0,19699,False,0.8460619152424516,0.9036144578313253,0.78,0.75,0.030000000000000027,41.52,0.1236144578313253,0.05,0.78,-0.78,-0.79,-0.8,3421.0,-0.0,,,475.0,model_edge
walk_forward,3,rf_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8834867207,2408530,MATCH_WINNER_GAME3_PROXY,4225389915429370227521165283686790031017265955185303758815077578875039201905,NO,2026-06-01T20:05:50.200+00:00,1780344350200172012,2189.0,19699,False,0.39322529948516405,0.37383177570093457,0.15,0.101,0.04899999999999999,105.99,0.22383177570093457,0.12,0.15,-0.15,-0.16,-0.16999999999999998,-5977.0,3.0,0.0,0.0,-687.0,model_edge
walk_forward,3,rf_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8834932746,2408568,MATCH_WINNER_GAME3_PROXY,23068775678827315313484373139384940409456343639350283741689036054207504947592,NO,2026-06-01T20:40:18.825+00:00,1780346418825970613,679.0,19699,False,0.5915219882192794,0.6518771331058021,0.5,0.46,0.03999999999999998,50.0,0.1518771331058021,0.12,0.5,-0.5,-0.51,-0.52,-1353.0,-2.0,1.0,0.0,619.0,model_edge
walk_forward,3,rf_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835373075,2409870,MAP_WINNER,108063080275390428123478669716787907171251678188426947843890419618267946800176,NO,2026-06-02T09:30:56.871+00:00,1780392655398015418,963.0,19699,False,0.4787004135532879,0.45422535211267606,0.1,0.06,0.04000000000000001,392.0,0.35422535211267603,0.12,0.1,-0.1,-0.11,-0.12000000000000001,-4171.0,-0.0,,,1076.0,model_edge
walk_forward,3,rf_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835428935,2405847,MAP_WINNER,111540059511131085794624808697915155367504999866340254279372165030449554839321,YES,2026-06-02T10:28:43.876+00:00,1780396123876614008,651.0,19699,True,0.8172592433703693,0.8905325443786982,0.75,0.71,0.040000000000000036,489.76,0.14053254437869822,0.12,0.75,0.25,0.24,0.22999999999999998,3391.0,2.0,2.0,0.0,1397.0,model_edge
walk_forward,3,rf_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835490699,2405848,MAP_WINNER,49093431826274846652260160497778237948072874538613510252258464442929610952337,NO,2026-06-02T11:44:21.466+00:00,1780400657669239085,1173.0,19699,True,0.501604441675749,0.6048780487804878,0.33,0.32,0.010000000000000009,35.0,0.27487804878048777,0.12,0.33,0.6699999999999999,0.6599999999999999,0.6499999999999999,-4207.0,1.0,,,2461.0,model_edge
walk_forward,3,rf_fair_state,state_only_v1,2026-06-01T15:55:39.100+00:00,8835609186,2413332,MAP_WINNER,28496707626064407832408019204735596947727086508398565961288096733057772750345,NO,2026-06-02T13:26:34.268+00:00,1780406794268846133,821.0,19699,True,0.5765759716812193,0.6518771331058021,0.49,0.35,0.14,376.63,0.1618771331058021,0.12,0.49,0.51,0.5,0.49,-1449.0,-3.0,1.0,0.0,155.0,model_edge
walk_forward,3,all_structure_nw8000_struct1_ask75,hand_rule_benchmark_v1,2026-06-01T15:55:39.100+00:00,8834932746,2408568,MATCH_WINNER_GAME3_PROXY,24412862650133155423877330165183387250914564584142034660417945554029594403595,YES,2026-06-01T21:14:53.923+00:00,1780348493923846617,2661.0,19699,True,0.9509014067380924,0.9509014067380924,0.47,0.39,0.07999999999999996,47.22,0.48090140673809245,,0.47,0.53,0.52,0.51,9671.0,9.0,1.0,1.0,7551.0,hand_rule
walk_forward,3,all_nw_mom_discount_nw8000_mom5000_ask90,hand_rule_benchmark_v1,2026-06-01T15:55:39.100+00:00,8834932746,2408568,MATCH_WINNER_GAME3_PROXY,24412862650133155423877330165183387250914564584142034660417945554029594403595,YES,2026-06-01T21:14:55.374+00:00,1780348493923846617,2661.0,19699,True,0.8645468883221514,0.8645468883221514,0.47,0.39,0.07999999999999996,47.22,0.39454688832215146,,0.47,0.53,0.52,0.51,9671.0,3.0,,,7551.0,hand_rule
walk_forward,3,all_nw_mom_discount_nw8000_mom5000_ask90,hand_rule_benchmark_v1,2026-06-01T15:55:39.100+00:00,8835609186,2413332,MAP_WINNER,28496707626064407832408019204735596947727086508398565961288096733057772750345,NO,2026-06-02T13:55:43.622+00:00,1780408543622742923,2575.0,19699,True,0.9484697068662583,0.9484697068662583,0.8,0.7,0.10000000000000009,25.0,0.14846970686625827,,0.8,0.19999999999999996,0.18999999999999995,0.17999999999999994,13487.0,-4.0,2.0,2.0,5904.0,hand_rule
walk_forward,3,all_scoreboard_lag_nw3000_score6_edge10,hand_rule_benchmark_v1,2026-06-01T15:55:39.100+00:00,8834932746,2408568,MATCH_WINNER_GAME3_PROXY,24412862650133155423877330165183387250914564584142034660417945554029594403595,YES,2026-06-01T21:01:06.948+00:00,1780347662565319599,1830.0,19699,True,0.6910771717822899,0.6910771717822899,0.46,0.35,0.11000000000000004,50.11,0.23107717178228987,,0.46,0.54,0.53,0.52,3524.0,1.0,,,5038.0,hand_rule
walk_forward,3,all_scoreboard_lag_nw3000_score6_edge10,hand_rule_benchmark_v1,2026-06-01T15:55:39.100+00:00,8835609186,2413332,MAP_WINNER,53683990638887175240431274294325116060674956243066203595271632148948778897749,YES,2026-06-02T13:35:52.232+00:00,1780407352232287339,1381.0,19699,False,0.649563254490794,0.649563254490794,0.46,0.41,0.050000000000000044,250.0,0.18956325449079398,,0.46,-0.46,-0.47000000000000003,-0.48000000000000004,3183.0,4.0,-1.0,-0.0,1586.0,hand_rule
walk_forward,4,logistic_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835703860,2418846,MAP_WINNER,17618457267561785478214440533396725706183485502961914724264468635855695507234,YES,2026-06-02T14:32:52.954+00:00,1780410772954473311,622.0,19699,True,0.5774630829835945,0.6,0.23,0.21,0.020000000000000018,258.95,0.37,0.2,0.23,0.77,0.76,0.75,958.0,-1.0,0.0,0.0,1438.0,model_edge
walk_forward,4,logistic_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835818773,2418847,MAP_WINNER,35900902559024922471917386811313956595281501007053991408074292289455753462480,YES,2026-06-02T16:03:27.211+00:00,1780416203259528757,1614.0,19699,False,0.12557079725169792,0.25301204819277107,0.05,0.04,0.010000000000000002,542.58,0.20301204819277108,0.2,0.05,-0.05,-0.060000000000000005,-0.07,-9681.0,2.0,,,-7773.0,model_edge
walk_forward,4,logistic_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835960490,2415401,MAP_WINNER,65038660769080542103198508384168915419009593572683728255059964663486488187687,YES,2026-06-02T17:50:09.568+00:00,1780422604938956864,719.0,19699,False,0.608839161006743,0.7014925373134326,0.4,0.36,0.040000000000000036,490.64,0.3014925373134326,0.2,0.4,-0.4,-0.41000000000000003,-0.42000000000000004,1825.0,-0.0,,,1715.0,model_edge
walk_forward,4,logistic_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,11890221863359007113038788370829670221302070279843627648012024624103840790289,NO,2026-06-02T21:54:52.825+00:00,1780437284375915807,1645.0,19699,False,0.6344596470832365,0.7014925373134326,0.42,0.41,0.010000000000000009,78.5,0.28149253731343266,0.2,0.42,-0.42,-0.43,-0.44,2182.0,-4.0,,,-0.0,model_edge
walk_forward,4,logistic_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8836292316,2421066,MAP_WINNER,6948701558838754277711235911705966902913219486961271847399249764071032713872,NO,2026-06-02T23:23:45.355+00:00,1780442619253550215,1183.0,19699,False,0.6032462987036749,0.7014925373134326,0.49,0.23,0.26,95.34,0.21149253731343265,0.2,0.49,-0.49,-0.5,-0.51,1875.0,-0.0,,,1568.0,model_edge
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8835703860,2418846,MAP_WINNER,70006078921193478742262650627144016931327855979694960342597714896749438692484,NO,2026-06-02T14:35:44.295+00:00,1780410939361826155,786.0,19699,False,0.4849397590361444,0.4849397590361444,0.72,0.58,0.14,223.76,0.08974066163809558,0.6,0.72,-0.72,-0.73,-0.74,-830.0,-0.0,,,128.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8835728100,2413333,MAP_WINNER,85418671865745118410438673307340651618363167913484130901293830356810591582646,NO,2026-06-02T14:41:39.503+00:00,1780411299503271315,680.0,19699,True,0.7014925373134326,0.7014925373134326,0.69,0.61,0.07999999999999996,40.0,0.19089015424646105,0.6,0.69,0.31000000000000005,0.30000000000000004,0.29000000000000004,2251.0,2.0,0.0,0.0,100.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8835818773,2418847,MAP_WINNER,35900902559024922471917386811313956595281501007053991408074292289455753462480,YES,2026-06-02T15:45:16.606+00:00,1780415112751198960,679.0,19699,False,0.5441176470588235,0.5441176470588235,0.61,0.52,0.08999999999999997,202.52,0.010940810267951573,0.6,0.61,-0.61,-0.62,-0.63,725.0,-0.0,,,1120.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8835960490,2415401,MAP_WINNER,82873467589619563257458534487134913155952010393918971804046712109422264135886,NO,2026-06-02T17:52:05.978+00:00,1780422725978714849,858.0,19699,True,0.4849397590361444,0.4849397590361444,0.65,0.6,0.050000000000000044,280.64,0.054998390002019226,0.6,0.65,0.35,0.33999999999999997,0.32999999999999996,-1697.0,-5.0,-2.0,0.0,128.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8836057732,2415402,MAP_WINNER,3512301374568572758640134347002595729684629594291544178174133924363621596848,NO,2026-06-02T18:56:57.337+00:00,1780426617337603698,849.0,19699,True,0.7417654808959157,0.7417654808959157,0.91,0.84,0.07000000000000006,89.19,0.3386162786745416,0.6,0.91,0.08999999999999997,0.07999999999999996,0.06999999999999995,8711.0,5.0,3.0,-0.0,1860.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,86817252619307129186621538397898790689967898227951338413191746071399269232891,YES,2026-06-02T21:40:47.047+00:00,1780436447047949177,1012.0,19699,True,0.7417654808959157,0.7417654808959157,0.84,0.81,0.029999999999999916,32.5,0.31878406540451976,0.6,0.84,0.16000000000000003,0.15000000000000002,0.14,4848.0,5.0,1.0,0.0,1260.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8836292316,2421066,MAP_WINNER,78084897834980448140212743130718651332114490509096714449398081855509776036614,YES,2026-06-02T23:18:44.923+00:00,1780442319122760742,923.0,19699,True,0.4946004319654426,0.4946004319654426,0.65,0.64,0.010000000000000009,192.4,0.08423252302091466,0.6,0.65,0.35,0.33999999999999997,0.32999999999999996,681.0,1.0,,,-603.0,residual_trade_prob
walk_forward,4,logistic_residual_trade,market_aware_residual_v1,2026-06-02T13:14:29.781+00:00,8836359315,2423480,MAP_WINNER,38714419748814178997035567737674428334952263563970474668897699711220230956470,YES,2026-06-03T01:35:54.239+00:00,1780450554239464408,727.0,19699,True,0.4849397590361444,0.4849397590361444,0.67,0.5,0.17000000000000004,300.0,0.0060727659693843306,0.6,0.67,0.32999999999999996,0.31999999999999995,0.30999999999999994,-421.0,-2.0,-0.0,-0.0,1399.0,residual_trade_prob
walk_forward,4,hgb_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835703860,2418846,MAP_WINNER,17618457267561785478214440533396725706183485502961914724264468635855695507234,YES,2026-06-02T14:32:52.954+00:00,1780410772954473311,622.0,19699,True,0.7543190232737365,0.5925925925925926,0.23,0.21,0.020000000000000018,258.95,0.3625925925925926,0.2,0.23,0.77,0.76,0.75,958.0,-1.0,0.0,0.0,1438.0,model_edge
walk_forward,4,hgb_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,86817252619307129186621538397898790689967898227951338413191746071399269232891,YES,2026-06-02T22:11:39.572+00:00,1780438299572056730,2566.0,19699,True,0.7670786707311851,0.5925925925925926,0.39,0.06,0.33,70.25,0.20259259259259255,0.2,0.39,0.61,0.6,0.59,-3605.0,3.0,-2.0,-2.0,8268.0,model_edge
walk_forward,4,hgb_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8836292316,2421066,MAP_WINNER,6948701558838754277711235911705966902913219486961271847399249764071032713872,NO,2026-06-02T23:24:14.027+00:00,1780442654027443213,1268.0,19699,False,0.8325571967945091,0.7495029821073559,0.51,0.33,0.18,160.14,0.23950298210735588,0.2,0.51,-0.51,-0.52,-0.53,3369.0,2.0,1.0,-0.0,1494.0,model_edge
walk_forward,4,rf_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835703860,2418846,MAP_WINNER,17618457267561785478214440533396725706183485502961914724264468635855695507234,YES,2026-06-02T14:32:52.954+00:00,1780410772954473311,622.0,19699,True,0.6557184174670277,0.5223880597014925,0.23,0.21,0.020000000000000018,258.95,0.2923880597014925,0.15,0.23,0.77,0.76,0.75,958.0,-1.0,0.0,0.0,1438.0,model_edge
walk_forward,4,rf_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835728100,2413333,MAP_WINNER,85418671865745118410438673307340651618363167913484130901293830356810591582646,NO,2026-06-02T14:46:39.436+00:00,1780411599436837294,982.0,19699,True,0.949166182877993,1.0,0.81,0.77,0.040000000000000036,87.57,0.18999999999999995,0.15,0.81,0.18999999999999995,0.17999999999999994,0.16999999999999993,7426.0,6.0,2.0,0.0,2339.0,model_edge
walk_forward,4,rf_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8835818773,2418847,MAP_WINNER,4472085227296879302134073105072251273927768370790178851378502225560994521807,NO,2026-06-02T16:00:33.387+00:00,1780416033387964347,1613.0,19699,True,0.8768496818211939,0.8115942028985508,0.59,0.56,0.029999999999999916,122.39,0.2215942028985508,0.15,0.59,0.41000000000000003,0.4,0.39,4787.0,1.0,0.0,0.0,2879.0,model_edge
walk_forward,4,rf_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,86817252619307129186621538397898790689967898227951338413191746071399269232891,YES,2026-06-02T22:10:35.488+00:00,1780438235488795173,2505.0,19699,True,0.3715879546806668,0.5223880597014925,0.36,0.03,0.32999999999999996,240.75,0.1623880597014925,0.15,0.36,0.64,0.63,0.62,-6957.0,3.0,-2.0,-2.0,-2579.0,model_edge
walk_forward,4,rf_fair_state,state_only_v1,2026-06-02T13:14:29.781+00:00,8836292316,2421066,MAP_WINNER,6948701558838754277711235911705966902913219486961271847399249764071032713872,NO,2026-06-02T23:18:44.923+00:00,1780442319122760742,923.0,19699,False,0.4506387687632839,0.5223880597014925,0.36,0.35,0.010000000000000009,427.5,0.1623880597014925,0.15,0.36,-0.36,-0.37,-0.38,-681.0,-1.0,,,603.0,model_edge
walk_forward,4,all_structure_nw8000_struct1_ask75,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8835728100,2413333,MAP_WINNER,85418671865745118410438673307340651618363167913484130901293830356810591582646,NO,2026-06-02T14:48:51.742+00:00,1780411731742969251,1118.0,19699,True,0.8963694044783491,0.8963694044783491,0.7,0.68,0.019999999999999907,995.0,0.19636940447834916,,0.7,0.30000000000000004,0.29000000000000004,0.28,8906.0,8.0,2.0,0.0,1480.0,hand_rule
walk_forward,4,all_structure_nw8000_struct1_ask75,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,11890221863359007113038788370829670221302070279843627648012024624103840790289,NO,2026-06-02T22:09:50.093+00:00,1780438190093442891,2446.0,19699,False,0.9582920169357823,0.9582920169357823,0.66,0.63,0.030000000000000027,41.5,0.2982920169357822,,0.66,-0.66,-0.67,-0.68,11873.0,-0.0,2.0,2.0,7495.0,hand_rule
walk_forward,4,all_nw_mom_discount_nw8000_mom5000_ask90,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8835818773,2418847,MAP_WINNER,4472085227296879302134073105072251273927768370790178851378502225560994521807,NO,2026-06-02T16:02:27.745+00:00,1780416147745873525,1614.0,19699,True,0.8837159723335596,0.8837159723335596,0.76,0.75,0.010000000000000009,66.2,0.12371597233355958,,0.76,0.24,0.22999999999999998,0.21999999999999997,9681.0,5.0,0.0,0.0,7773.0,hand_rule
walk_forward,4,all_nw_mom_discount_nw8000_mom5000_ask90,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,11890221863359007113038788370829670221302070279843627648012024624103840790289,NO,2026-06-02T22:09:50.093+00:00,1780438190093442891,2446.0,19699,False,0.9582920169357823,0.9582920169357823,0.66,0.63,0.030000000000000027,41.5,0.2982920169357822,,0.66,-0.66,-0.67,-0.68,11873.0,-0.0,2.0,2.0,7495.0,hand_rule
walk_forward,4,all_nw_mom_discount_nw8000_mom5000_ask90,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8836292316,2421066,MAP_WINNER,78084897834980448140212743130718651332114490509096714449398081855509776036614,YES,2026-06-02T23:36:33.485+00:00,1780443393485271546,2009.0,19699,True,0.8019425767216141,0.8019425767216141,0.86,0.84,0.020000000000000018,136.5,-0.05805742327838592,,0.86,0.14,0.13,0.12,9935.0,0.0,-1.0,0.0,6438.0,hand_rule
walk_forward,4,all_scoreboard_lag_nw3000_score6_edge10,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8835703860,2418846,MAP_WINNER,17618457267561785478214440533396725706183485502961914724264468635855695507234,YES,2026-06-02T14:58:27.487+00:00,1780412307487948368,2017.0,19699,True,0.7787608914447011,0.7787608914447011,0.66,0.56,0.09999999999999998,191.41,0.11876089144470103,,0.66,0.33999999999999997,0.32999999999999996,0.31999999999999995,4878.0,4.0,0.0,0.0,5885.0,hand_rule
walk_forward,4,all_scoreboard_lag_nw3000_score6_edge10,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8835818773,2418847,MAP_WINNER,4472085227296879302134073105072251273927768370790178851378502225560994521807,NO,2026-06-02T16:00:33.387+00:00,1780416033387964347,1613.0,19699,True,0.6957583256959021,0.6957583256959021,0.59,0.56,0.029999999999999916,122.39,0.10575832569590216,,0.59,0.41000000000000003,0.4,0.39,4787.0,1.0,0.0,0.0,2879.0,hand_rule
walk_forward,4,all_scoreboard_lag_nw3000_score6_edge10,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8836220468,2421065,MAP_WINNER,86817252619307129186621538397898790689967898227951338413191746071399269232891,YES,2026-06-02T21:57:16.973+00:00,1780437436973022078,1797.0,19699,True,0.7933339418329941,0.7933339418329941,0.59,0.31,0.27999999999999997,29.91,0.20333394183299414,,0.59,0.41000000000000003,0.4,0.39,3079.0,6.0,1.0,0.0,5261.0,hand_rule
walk_forward,4,all_scoreboard_lag_nw3000_score6_edge10,hand_rule_benchmark_v1,2026-06-02T13:14:29.781+00:00,8836292316,2421066,MAP_WINNER,6948701558838754277711235911705966902913219486961271847399249764071032713872,NO,2026-06-02T23:24:14.027+00:00,1780442654027443213,1268.0,19699,False,0.6971831546560447,0.6971831546560447,0.51,0.33,0.18,160.14,0.18718315465604474,,0.51,-0.51,-0.52,-0.53,3369.0,2.0,1.0,-0.0,1494.0,hand_rule
walk_forward,5,logistic_fair_state,state_only_v1,2026-06-03T01:22:10.007+00:00,8836393663,2423461,MAP_WINNER,39361468101796719441029138270728127464751303715684031297002771169199082456949,YES,2026-06-03T02:40:39.953+00:00,1780454437720861707,615.0,19699,False,0.3521675753299403,0.4489795918367347,0.13,0.06,0.07,471.0,0.3189795918367347,0.2,0.13,-0.13,-0.14,-0.15,-3670.0,-0.0,,,-1417.0,model_edge
walk_forward,5,logistic_fair_state,state_only_v1,2026-06-03T01:22:10.007+00:00,8836442480,2419439,MAP_WINNER,48326227480956869384350407041192668258630698655650978631916296536241480043675,YES,2026-06-03T04:30:36.713+00:00,1780461036713572512,939.0,19699,True,0.7007697930825891,0.7653061224489796,0.55,0.54,0.010000000000000009,278.41,0.2153061224489795,0.2,0.55,0.44999999999999996,0.43999999999999995,0.42999999999999994,4626.0,3.0,1.0,0.0,2713.0,model_edge
