model_name,canonical_exposure_id,match_id,current_game_number,side,rows,settled_win,avg_ask,pnl_1c,positive_pnl_1c,positive_pnl_share
market_score_logistic,8836624153::3::NO,8836624153,3,NO,1,True,0.55,0.43999999999999995,6.7,0.06567164179104476
market_score_logistic,8835373075::MAPEQUIV::NO,8835373075,,NO,1,False,0.34,-0.35000000000000003,6.7,0.0
market_score_logistic,8836292316::MAPEQUIV::YES,8836292316,,YES,1,True,0.65,0.33999999999999997,6.7,0.050746268656716415
market_score_logistic,8834230023::3::NO,8834230023,3,NO,1,True,0.68,0.30999999999999994,6.7,0.0462686567164179
market_score_logistic,8835703860::MAPEQUIV::YES,8835703860,,YES,1,True,0.7,0.29000000000000004,6.7,0.04328358208955224
market_score_logistic,8836692392::3::YES,8836692392,3,YES,1,True,0.7,0.29000000000000004,6.7,0.04328358208955224
market_score_logistic,8836485094::MAPEQUIV::NO,8836485094,,NO,1,False,0.27,-0.28,6.7,0.0
market_score_logistic,8833492242::MAPEQUIV::YES,8833492242,,YES,1,False,0.24,-0.25,6.7,0.0
market_score_logistic,8835428935::MAPEQUIV::NO,8835428935,,NO,1,False,0.2,-0.21000000000000002,6.7,0.0
market_score_logistic,8835728100::MAPEQUIV::NO,8835728100,,NO,1,True,0.81,0.17999999999999994,6.7,0.026865671641791034
market_score_logistic,8836485094::MAPEQUIV::YES,8836485094,,YES,1,True,0.84,0.15000000000000002,6.7,0.02238805970149254
market_score_logistic,8834190489::3::NO,8834190489,3,NO,1,True,0.91,0.07999999999999996,6.7,0.01194029850746268
market_transition_catchup_logistic,8834932746::3::YES,8834932746,3,YES,1,True,0.28,0.71,5.15,0.13786407766990288
market_transition_catchup_logistic,8835490699::MAPEQUIV::YES,8835490699,,YES,1,False,0.69,-0.7,5.15,0.0
market_transition_catchup_logistic,8836220468::MAPEQUIV::NO,8836220468,,NO,1,False,0.66,-0.67,5.15,0.0
market_transition_catchup_logistic,8835490699::MAPEQUIV::NO,8835490699,,NO,1,True,0.33,0.6599999999999999,5.15,0.12815533980582522
market_transition_catchup_logistic,8835609186::MAPEQUIV::YES,8835609186,,YES,1,False,0.62,-0.63,5.15,0.0
market_transition_catchup_logistic,8835609186::MAPEQUIV::NO,8835609186,,NO,1,True,0.39,0.6,5.15,0.11650485436893203
market_transition_catchup_logistic,8834932746::3::NO,8834932746,3,NO,1,False,0.58,-0.59,5.15,0.0
market_transition_catchup_logistic,8836292316::MAPEQUIV::NO,8836292316,,NO,1,False,0.51,-0.52,5.15,0.0
market_transition_catchup_logistic,8832812084::MAPEQUIV::NO,8832812084,,NO,1,True,0.52,0.47,5.15,0.09126213592233008
market_transition_catchup_logistic,8836485118::MAPEQUIV::YES,8836485118,,YES,1,True,0.53,0.45999999999999996,5.15,0.08932038834951456
market_transition_catchup_logistic,8832812084::MAPEQUIV::YES,8832812084,,YES,1,False,0.43,-0.44,5.15,0.0
market_transition_catchup_logistic,8831927547::MAPEQUIV::NO,8831927547,,NO,1,True,0.56,0.42999999999999994,5.15,0.08349514563106794
market_transition_catchup_logistic,8835818773::MAPEQUIV::YES,8835818773,,YES,1,False,0.41,-0.42,5.15,0.0
market_transition_catchup_logistic,8836692392::3::NO,8836692392,3,NO,1,False,0.4,-0.41000000000000003,5.15,0.0
market_transition_catchup_logistic,8836292316::MAPEQUIV::YES,8836292316,,YES,1,True,0.59,0.4,5.15,0.07766990291262135
market_transition_catchup_logistic,8836692392::3::YES,8836692392,3,YES,1,True,0.61,0.38,5.15,0.07378640776699029
market_transition_catchup_logistic,8835373075::MAPEQUIV::NO,8835373075,,NO,1,False,0.34,-0.35000000000000003,5.15,0.0
market_transition_catchup_logistic,8835703860::MAPEQUIV::YES,8835703860,,YES,1,True,0.67,0.31999999999999995,5.15,0.06213592233009707
market_transition_catchup_logistic,8834230023::3::NO,8834230023,3,NO,1,True,0.68,0.30999999999999994,5.15,0.06019417475728154
market_transition_catchup_logistic,8831927547::MAPEQUIV::YES,8831927547,,YES,1,False,0.27,-0.28,5.15,0.0
market_transition_catchup_logistic,8835428935::MAPEQUIV::NO,8835428935,,NO,1,False,0.2,-0.21000000000000002,5.15,0.0
market_transition_catchup_logistic,8832889451::MAPEQUIV::YES,8832889451,,YES,1,False,0.19,-0.2,5.15,0.0
market_transition_catchup_logistic,8836485094::MAPEQUIV::NO,8836485094,,NO,1,False,0.19,-0.2,5.15,0.0
market_transition_catchup_logistic,8835428935::MAPEQUIV::YES,8835428935,,YES,1,True,0.85,0.14,5.15,0.027184466019417475
market_transition_catchup_logistic,8833570075::MAPEQUIV::NO,8833570075,,NO,1,True,0.86,0.13,5.15,0.02524271844660194
market_transition_catchup_logistic,8832889451::MAPEQUIV::NO,8832889451,,NO,1,True,0.9,0.08999999999999997,5.15,0.0174757281553398
market_transition_catchup_logistic,8833327581::3::NO,8833327581,3,NO,1,False,0.07,-0.08,5.15,0.0
market_transition_catchup_logistic,8833327581::3::YES,8833327581,3,YES,1,True,0.94,0.050000000000000044,5.15,0.009708737864077678
market_transition_kill_logistic,8835490699::MAPEQUIV::NO,8835490699,,NO,1,True,0.06,0.93,5.1000000000000005,0.18235294117647058
market_transition_kill_logistic,8834932746::3::NO,8834932746,3,NO,1,False,0.7,-0.71,5.1000000000000005,0.0
market_transition_kill_logistic,8835609186::MAPEQUIV::YES,8835609186,,YES,1,False,0.62,-0.63,5.1000000000000005,0.0
market_transition_kill_logistic,8835609186::MAPEQUIV::NO,8835609186,,NO,1,True,0.39,0.6,5.1000000000000005,0.1176470588235294
market_transition_kill_logistic,8834932746::3::YES,8834932746,3,YES,1,True,0.44,0.55,5.1000000000000005,0.10784313725490195
market_transition_kill_logistic,8831927547::MAPEQUIV::YES,8831927547,,YES,1,False,0.52,-0.53,5.1000000000000005,0.0
market_transition_kill_logistic,8836292316::MAPEQUIV::NO,8836292316,,NO,1,False,0.51,-0.52,5.1000000000000005,0.0
market_transition_kill_logistic,8835490699::MAPEQUIV::YES,8835490699,,YES,1,False,0.5,-0.51,5.1000000000000005,0.0
market_transition_kill_logistic,8832812084::MAPEQUIV::NO,8832812084,,NO,1,True,0.52,0.47,5.1000000000000005,0.09215686274509803
market_transition_kill_logistic,8832812084::MAPEQUIV::YES,8832812084,,YES,1,False,0.43,-0.44,5.1000000000000005,0.0
market_transition_kill_logistic,8834230023::3::NO,8834230023,3,NO,1,True,0.57,0.42000000000000004,5.1000000000000005,0.08235294117647059
market_transition_kill_logistic,8836292316::MAPEQUIV::YES,8836292316,,YES,1,True,0.59,0.4,5.1000000000000005,0.0784313725490196
market_transition_kill_logistic,8835818773::MAPEQUIV::NO,8835818773,,NO,1,True,0.6,0.39,5.1000000000000005,0.07647058823529411
market_transition_kill_logistic,8836692392::3::YES,8836692392,3,YES,1,True,0.61,0.38,5.1000000000000005,0.07450980392156863
market_transition_kill_logistic,8835373075::MAPEQUIV::YES,8835373075,,YES,1,True,0.67,0.31999999999999995,5.1000000000000005,0.06274509803921567
market_transition_kill_logistic,8835703860::MAPEQUIV::YES,8835703860,,YES,1,True,0.67,0.31999999999999995,5.1000000000000005,0.06274509803921567
market_transition_kill_logistic,8835818773::MAPEQUIV::YES,8835818773,,YES,1,False,0.26,-0.27,5.1000000000000005,0.0
market_transition_kill_logistic,8832889451::MAPEQUIV::YES,8832889451,,YES,1,False,0.19,-0.2,5.1000000000000005,0.0
market_transition_kill_logistic,8835373075::MAPEQUIV::NO,8835373075,,NO,1,False,0.15,-0.16,5.1000000000000005,0.0
market_transition_kill_logistic,8835428935::MAPEQUIV::NO,8835428935,,NO,1,False,0.14,-0.15000000000000002,5.1000000000000005,0.0
market_transition_kill_logistic,8835428935::MAPEQUIV::YES,8835428935,,YES,1,True,0.85,0.14,5.1000000000000005,0.027450980392156862
market_transition_kill_logistic,8833570075::MAPEQUIV::NO,8833570075,,NO,1,True,0.86,0.13,5.1000000000000005,0.025490196078431372
market_transition_kill_logistic,8833492242::MAPEQUIV::YES,8833492242,,YES,1,False,0.1,-0.11,5.1000000000000005,0.0
market_transition_kill_logistic,8833327581::3::NO,8833327581,3,NO,1,False,0.07,-0.08,5.1000000000000005,0.0
market_transition_kill_logistic,8833327581::3::YES,8833327581,3,YES,1,True,0.94,0.050000000000000044,5.1000000000000005,0.00980392156862746
market_transition_nw_kill_logistic,8835490699::MAPEQUIV::NO,8835490699,,NO,1,True,0.06,0.93,5.08,0.1830708661417323
market_transition_nw_kill_logistic,8834932746::3::YES,8834932746,3,YES,1,True,0.28,0.71,5.08,0.13976377952755906
market_transition_nw_kill_logistic,8836220468::MAPEQUIV::NO,8836220468,,NO,1,False,0.66,-0.67,5.08,0.0
market_transition_nw_kill_logistic,8835609186::MAPEQUIV::YES,8835609186,,YES,1,False,0.62,-0.63,5.08,0.0
market_transition_nw_kill_logistic,8835609186::MAPEQUIV::NO,8835609186,,NO,1,True,0.39,0.6,5.08,0.11811023622047244
market_transition_nw_kill_logistic,8834932746::3::NO,8834932746,3,NO,1,False,0.58,-0.59,5.08,0.0
market_transition_nw_kill_logistic,8835490699::MAPEQUIV::YES,8835490699,,YES,1,False,0.54,-0.55,5.08,0.0
market_transition_nw_kill_logistic,8836292316::MAPEQUIV::NO,8836292316,,NO,1,False,0.51,-0.52,5.08,0.0
market_transition_nw_kill_logistic,8832812084::MAPEQUIV::NO,8832812084,,NO,1,True,0.52,0.47,5.08,0.09251968503937007
market_transition_nw_kill_logistic,8836485118::MAPEQUIV::YES,8836485118,,YES,1,True,0.53,0.45999999999999996,5.08,0.0905511811023622
market_transition_nw_kill_logistic,8832812084::MAPEQUIV::YES,8832812084,,YES,1,False,0.43,-0.44,5.08,0.0
market_transition_nw_kill_logistic,8835818773::MAPEQUIV::YES,8835818773,,YES,1,False,0.41,-0.42,5.08,0.0
market_transition_nw_kill_logistic,8836692392::3::NO,8836692392,3,NO,1,False,0.4,-0.41000000000000003,5.08,0.0
market_transition_nw_kill_logistic,8834230023::3::NO,8834230023,3,NO,1,True,0.59,0.4,5.08,0.07874015748031496
market_transition_nw_kill_logistic,8836292316::MAPEQUIV::YES,8836292316,,YES,1,True,0.59,0.4,5.08,0.07874015748031496
market_transition_nw_kill_logistic,8836692392::3::YES,8836692392,3,YES,1,True,0.61,0.38,5.08,0.07480314960629922
market_transition_nw_kill_logistic,8835373075::MAPEQUIV::NO,8835373075,,NO,1,False,0.34,-0.35000000000000003,5.08,0.0
market_transition_nw_kill_logistic,8835703860::MAPEQUIV::YES,8835703860,,YES,1,True,0.67,0.31999999999999995,5.08,0.06299212598425195
market_transition_nw_kill_logistic,8831927547::MAPEQUIV::YES,8831927547,,YES,1,False,0.22,-0.23,5.08,0.0
market_transition_nw_kill_logistic,8832889451::MAPEQUIV::YES,8832889451,,YES,1,False,0.19,-0.2,5.08,0.0
market_transition_nw_kill_logistic,8836485094::MAPEQUIV::NO,8836485094,,NO,1,False,0.19,-0.2,5.08,0.0
market_transition_nw_kill_logistic,8835428935::MAPEQUIV::NO,8835428935,,NO,1,False,0.14,-0.15000000000000002,5.08,0.0
market_transition_nw_kill_logistic,8835428935::MAPEQUIV::YES,8835428935,,YES,1,True,0.85,0.14,5.08,0.02755905511811024
market_transition_nw_kill_logistic,8833570075::MAPEQUIV::NO,8833570075,,NO,1,True,0.86,0.13,5.08,0.025590551181102362
market_transition_nw_kill_logistic,8833492242::MAPEQUIV::YES,8833492242,,YES,1,False,0.1,-0.11,5.08,0.0
market_transition_nw_kill_logistic,8832889451::MAPEQUIV::NO,8832889451,,NO,1,True,0.9,0.08999999999999997,5.08,0.01771653543307086
market_transition_nw_kill_logistic,8833327581::3::NO,8833327581,3,NO,1,False,0.07,-0.08,5.08,0.0
market_transition_nw_kill_logistic,8833327581::3::YES,8833327581,3,YES,1,True,0.94,0.050000000000000044,5.08,0.009842519685039379
